;Adresse;CP;Ville;Nutella;Riz;Pates;Beurre;Caprice des dieux;Papier toilette;Pain de mie
1510; Rue Des Forges;76850;Bosc-le-Hard ;4.65;1.59;1.59;2.45;2.99;2.15;1.25
1511; Rue Des Freres Davion;62450;Bapaume ;4.65;1.49;1.39;;2.89;1.99;1.25
1512; Rue Des Freres Juchereau;61190;Tourouvre au Perche ;4.99;2.33;1.97;2.65;2.99;2.29;1.41
1513; Rue Des Garennes;62164;Ambleteuse ;5.01;2.07;1.76;;;2.13;1.28
1514; Rue Des Glacieres;42510;Balbigny ;4.75;1.59;1.46;;;2.15;
1515; Rue Des Glattignies 0;62840;Fleurbaix ;5.01;2.07;1.76;2.87;3.07;2.13;1.28
1516; Rue Des Moulins;80120;Rue ;4.65;1.65;1.59;2.45;2.99;2.29;1.29
1517; Rue Des Myosotis;29280;Plouzané ;4.57;1.45;1.55;2.22;2.7;1.77;1.12
1518; Rue Des Pensees;02880;Crouy ;4.65;1.49;1.55;;2.89;1.99;1.25
1519; Rue Des Remparts;36800;Saint-Gaultier ;4.65;1.59;;2.21;2.95;2.09;1.25
1520; Rue Des Rosati;62000;Arras ;4.65;1.59;1.59;;2.99;2.15;1.29
1521; Rue Des Verriers;02170;Le Nouvion-en-Thiérache ;4.65;1.59;1.59;;2.99;2.29;1.25
1522; Rue Docteur Paumelle Place Du Marche;76280;Gonneville-la-Mallet ;4.65;1.59;1.59;;2.99;2.29;1.25
1523; Rue Du 11 Novembre;62240;Desvres ;4.65;1.59;1.59;2.8;2.99;2.29;1.35
1524; Rue Du 19 Mars 1862;38360;Sassenage ;;1.65;1.59;;;2.29;1.29
1525; Rue Du 21 Mai 1940;62990;Beaurainville ;4.69;1.59;1.59;;2.99;2.09;1.25
1526; Rue Du 8 Mai;09300;Lavelanet ;4.65;1.59;1.55;2.2;2.99;2.09;1.25
1527; Rue Du Champ Des Oiseaux 0;76230;Bois-Guillaume ;5.09;2.16;;2.67;3.1;;
1528; Rue Du Chateau D'yvours;69540;Irigny ;;1.59;1.55;;2.99;2.15;1.25
1529; Rue Du Clos Gerard;35440;Montreuil-sur-Ille ;4.99;2.14;1.8;;2.99;2.29;1.26
1530; Rue Du Creux;63200;Riom ;4.65;;;;;2.09;1.25
1531; Rue Du Curtil Canot;71380;Saint-Marcel ;4.65;1.59;1.55;;2.95;1.89;1.25
1532; Rue Du Docteur Menu Quartier Champagne;02000;Laon ;4.65;1.59;1.39;;2.99;4.18;1.25
1533; Rue Du Docteur Thierry 0;55300;Saint-Mihiel ;4.65;1.59;;;2.99;2.15;1.25
1534; Rue Du Faubourg De Chavenay;51700;Dormans ;4.65;1.49;;;2.89;1.99;1.25
1535; Rue Du General De Gaulle;50300;Avranches ;4.65;1.65;1.65;2.49;;2.29;1.29
1536; Rue Du General Leclerc;61500;Sées ;4.65;2.07;1.76;2.87;3.0;2.15;1.25
1537; Rue Du Grand Launay Cc Grand Maine;49000;Angers ;4.6;1.49;1.55;2.29;2.89;1.99;1.25
1538; Rue Du Loup Pendu;14790;Verson ;4.99;2.14;1.8;2.65;3.06;2.29;1.26
1539; Rue Du Maillet Cc Geric;57100;Thionville ;4.6;1.59;1.59;2.29;2.99;2.15;1.25
1540; Rue Du Maillon;76430;Saint-Romain-de-Colbosc ;4.75;1.59;1.42;;2.99;2.29;1.35
1541; Rue Du Marche Palais Josephine;06240;Beausoleil ;5.09;2.14;1.82;;3.25;;1.3
1542; Rue Du Moulin;01190;Pont-de-Vaux ;4.99;1.96;1.96;2.76;2.95;2.12;1.33
1543; Rue Du Murier Cc Mayol;83000;Toulon ;4.6;1.59;1.55;;2.99;2.15;1.25
1544; Rue Du Parterre;39130;Clairvaux-les-Lacs ;5.58;2.15;2.1;3.0;;;
1545; Rue Du Perre Zae Des Hauts De Rubelles;77950;Rubelles ;4.65;1.59;;;2.95;2.09;1.25
1546; Rue Du Petit Parc Zac De Villarceau;77150;Lésigny ;4.65;1.59;;;2.99;2.15;1.25
1547; Rue Du Point Du Jour;35890;Laillé ;4.65;1.59;1.39;;2.95;1.99;1.25
1548; Rue Du Pre Catelan;59110;La Madeleine ;4.65;1.59;1.55;;2.99;1.99;1.25
1549; Rue Du Rival;42210;Montrond-les-Bains ;4.65;1.59;1.43;;;2.15;1.25
1550; Rue Du Val D'orleans;45140;Ingré ;4.65;1.59;1.59;2.21;2.99;2.29;1.25
1551; Rue Edouard Vaillant Champ De Foire;03600;Commentry ;;1.59;1.39;;2.95;1.99;1.25
1552; Rue Emile Damecourt;14450;Grandcamp-Maisy ;;1.79;1.9;2.79;3.05;2.4;1.29
1553; Rue Emile Dehousse Rn 176;50220;Ducey-Les Chéris ;4.65;1.59;1.59;2.45;2.99;4.3;1.25
1554; Rue Emile Zola;59215;Abscon ;5.01;1.59;1.55;2.39;2.89;2.15;1.29
1555; Rue Ernest Renan;31220;Cazères ;4.65;1.59;1.55;;2.95;1.99;1.25
1556; Rue Ernest Renan Cc St Alexandre;35800;Dinard ;4.65;1.59;1.59;2.45;;1.99;1.25
1557; Rue Etienne Dolet Forges;18100;Vierzon ;4.65;1.59;;2.21;2.99;2.09;1.25
1558; Rue Eugene Casella;18700;Aubigny-sur-Nère ;4.65;1.49;;2.21;2.99;1.99;1.25
1559; Rue Eugene De St Fuscien;60210;Grandvilliers ;4.65;1.49;1.39;;2.99;2.09;1.25
1560; Rue Felix Arnaudin;40160;Ychoux ;5.53;2.07;2.2;;3.48;2.4;
1561; Rue Fernand Bar;62400;Béthune ;4.65;1.65;1.59;2.45;2.99;2.29;1.29
1562; Rue Francois Durand;23300;La Souterraine ;4.65;1.49;;;2.89;1.99;1.25
1563; Rue Gaetan Rondeau Cc Beaulieu Centre;44000;Nantes ;4.6;1.45;1.59;2.29;2.89;2.15;1.29
1564; Rue Gambetta;37110;Château-Renault ;4.65;1.59;1.39;2.21;2.89;2.15;1.25
1565; Rue Georges Clemenceau;63190;Lezoux ;4.65;1.49;1.55;2.39;2.99;1.99;1.25
1566; Rue Helene De Tournon;07300;Tournon-sur-Rhône ;4.65;1.49;1.55;2.39;2.89;1.89;1.25
1567; Rue Henri Antoine Lieu Dit Moulin Paradou;81230;Lacaune ;4.75;1.59;1.43;;2.99;2.15;1.25
1568; Rue Henri Barbusse;62860;Écourt-Saint-Quentin ;4.85;2.07;1.76;2.87;3.07;;1.28
1569; Rue Henri Dunant;80160;Conty ;;2.07;1.76;2.87;2.99;2.13;1.28
1570; Rue Jean Baptiste Berlier;42800;Rive-de-Gier ;4.65;1.59;1.43;;2.99;2.09;1.25
1571; Rue Jean Bigot;63500;Issoire ;4.6;1.59;1.59;;;1.99;1.25
1572; Rue Jean De La Fontaine;42300;Mably ;;1.49;1.55;;2.99;2.15;1.25
1573; Rue Jean Louis Paguenaud;87000;Limoges ;4.65;;;2.21;2.95;2.09;1.25
1574; Rue Jean Moulin Za Puits;63700;Saint-Éloy-les-Mines ;4.65;1.59;;2.45;2.99;2.09;1.25
1575; Rue Jeanne Pinet Zac De L'aunaie;91610;Ballancourt-sur-Essonne ;4.65;1.59;1.65;2.21;2.99;;1.25
1576; Rue Joel Letheule Cc St Quentin En Yvelines;78180;Montigny-le-Bretonneux ;4.6;1.59;1.59;2.29;2.99;2.29;
1577; Rue Joseph Grenouillet;38780;Pont-Évêque ;;1.65;1.54;;3.15;2.39;1.35
1578; Rue Juliette Adam;60410;Verberie ;5.32;;2.04;;3.13;2.17;1.3
1579; Rue Lavoisier;59112;Annoeullin ;4.65;1.59;1.55;;2.99;2.09;1.25
1580; Rue Le Pont Rose;50270;Barneville-Carteret ;4.65;1.59;1.59;;2.99;2.15;1.25
1581; Rue Leon Meisserel Cc St Barnabe;13012;Marseille ;4.75;1.59;1.59;2.21;2.99;2.15;1.25
1582; Rue Les Voies Vaches;78840;Freneuse ;4.65;1.59;;;2.99;;1.25
1583; Rue Loigny La Bataille;28150;Les Villages Vovéens ;4.65;1.49;1.43;2.21;2.89;1.99;
1584; Rue Louis Aragon;57185;Vitry-sur-Orne ;4.99;1.75;1.9;2.59;;2.35;1.25
1585; Rue Louis Deffontaines;59780;Baisieux ;4.65;1.59;1.55;2.45;2.99;2.15;1.25
1586; Rue Louis Denoval;60540;Bornel ;5.01;;1.76;2.87;3.07;2.13;1.28
1587; Rue Louis Desprez;10200;Bar-sur-Aube ;4.65;1.59;1.55;;2.95;1.99;1.25
1588; Rue Marguerite De Salins;21160;Marsannay-la-Côte ;;;2.04;2.93;;2.28;1.46
1589; Rue Marie Lietard Les Marichelles;62800;Liévin ;4.6;1.49;1.55;2.39;2.99;;1.29
1590; Rue Masonod Cc Le Cret;01110;Hauteville-Lompnes ;4.79;1.65;1.45;2.45;2.99;2.29;1.29
1591; Rue Maurice Lacoque;71250;Cluny ;4.65;1.59;1.45;;2.99;2.29;1.29
1592; Rue Moulin Gillier;42290;Sorbiers ;;1.59;1.55;;2.99;2.09;1.25
1593; Rue Neuve Rn 14;95650;Puiseux-Pontoise ;4.65;1.49;1.45;;2.89;2.15;
1594; Rue Nicolas Garcot;17440;Aytré ;4.65;1.49;1.39;;2.95;1.99;1.25
1595; Rue Nouvelle;80290;Poix-de-Picardie ;4.65;1.49;1.39;;2.99;1.99;
1596; Rue Pasteur;59239;Thumeries ;4.65;1.59;1.45;;2.99;2.4;1.29
1597; Rue Pierre Groues;04400;Barcelonnette ;4.79;1.65;1.59;;3.15;2.29;1.29
1598; Rue Pierre Semard;59490;Somain ;4.65;1.59;1.59;;2.99;2.15;1.25
1599; Rue Raoul Lebeurre;62126;Wimille ;4.65;1.59;1.59;;2.99;2.29;1.29
1600; Rue Raymond Pellier;22500;Paimpol ;4.6;1.45;1.55;2.39;2.95;1.89;1.25
1601; Rue Regis Corselle;59420;Mouvaux ;5.13;2.14;1.82;2.48;3.25;2.21;1.3
1602; Rue Ronnenberg;76480;Duclair ;4.65;1.59;1.55;2.39;2.89;2.09;1.25
1603; Rue Sadi Carnot Zac De Contoy;02120;Guise ;4.65;1.49;1.45;;2.95;2.29;1.25
1604; Rue Salvador Allende Rd47;59151;Arleux ;4.85;2.0;1.7;2.8;2.97;2.08;1.22
1605; Rue St Alyre;63000;Clermont-Ferrand ;4.65;1.59;;;2.99;2.15;1.25
1606; Rue St Jean;59246;Mons-en-Pévèle ;5.15;1.96;1.97;2.76;3.08;2.12;1.33
1607; Rue St Laurent Route De Serquigny;27170;Beaumont-le-Roger ;4.65;1.59;1.55;2.45;2.99;1.99;1.25
1608; Rue St Michel;25500;Morteau ;4.65;1.59;1.39;;2.99;2.09;1.25
1609; Rue Ste Gertrude;76490;Rives-en-Seine ;4.65;1.65;1.59;;2.99;;1.35
1610; Rue Thomas Dumorey;71100;Chalon-sur-Saône ;;1.59;1.55;;2.99;2.29;1.25
1611; Rue Verte Lieu Dit La Ruelle Des Lierres;08400;Vouziers ;4.65;1.59;1.39;;2.99;2.09;1.25
1612; Rue Victor Hugo;80210;Feuquières-en-Vimeu ;4.65;1.59;;;2.99;2.15;1.25
1613; Rue Volta;70160;Faverney ;4.99;2.14;1.52;;;2.29;1.26
1614; Rue Wattine Bossut Rue De La Place;62770;Auchy-lès-Hesdin ;4.85;2.0;1.7;2.8;2.97;2.08;1.22
1615; Versant De L'hautil Cc Les Merisiers;95280;Jouy-le-Moutier ;4.65;1.65;;;2.95;2.29;1.29
1616; Z.A.Rte Conde Noireau La Criere;14410;Vassy ;4.99;2.14;1.8;;3.06;2.29;1.26
1617; Za De Kerzouar;29290;Saint-Renan ;4.57;1.45;1.55;2.22;2.7;1.77;1.12
1618; Za De La Burliere;13530;Trets ;4.65;1.59;1.55;;2.99;1.99;1.25
1619; Za Des Landelles;50560;Blainville-sur-Mer ;4.65;1.59;1.55;;2.99;2.09;1.25
1620; Za Du Bois Joly - Rd 82;37320;Cormery ;4.89;2.09;1.76;;2.99;;1.23
1621; Za Du Moulin;05500;Saint-Bonnet-en-Champsaur ;4.65;1.59;1.55;;2.99;2.09;1.25
1622; Za Du Point Rouge Rue Felix Brard;27130;Verneuil S/Avre ;4.65;1.59;1.39;;2.89;2.09;1.25
1623; Za Kergoulinet Rue Des Artisans;44420;Mesquer ;4.99;2.14;1.8;;;2.29;
1624; Za L'oree De Guignes Rue St Abdon;77390;Guignes ;4.6;1.49;1.55;2.2;2.85;;
1625; Za La Maladiere Rn 86;69420;Condrieu ;;1.59;1.55;;2.95;1.99;1.25
1626; Za La Marliere Rue Theophile Legrand;59610;Fourmies ;4.6;1.59;1.59;2.45;3.15;2.15;1.25
1627; Za La Plage Sud N 118;11500;Quillan ;4.65;1.59;1.39;;;2.09;
1628; Za Le Pre Raby;21320;Créancey ;;;1.88;;2.99;2.07;1.3
1629; Za Le Pre St Ancel;77510;Rebais ;4.65;1.59;;;2.99;2.15;1.25
1630; Za Les Champs De Berre;43240;Saint-Just-Malmont ;4.65;1.59;1.39;2.45;2.99;2.15;1.25
1631; Za Les Clachs Avenue De Sete;34560;Poussan ;;1.59;;2.21;2.99;2.15;1.25
1632; Za Les Fuseaux 23 Rue Des Chenes;44440;Riaillé ;4.99;2.14;1.8;2.65;;2.29;1.26
1633; Zac Bois Fortant Cc La Croisette;08000;Charleville-Mézières ;4.6;1.49;1.55;2.29;2.99;1.99;1.25
1634; Zac Boulevard Ambroise Croizat Zi St Rene;59287;Guesnain ;4.65;1.59;1.45;2.45;2.99;2.09;1.25
1635; Zac Champ Blanchard Rue De L'europe;49400;Distré ;4.65;1.49;1.55;;2.89;1.79;1.25
1636; Zac Coeur De Bastide Rue Serr;33000;Bordeaux ;4.65;1.65;1.54;;2.99;2.69;1.35
1637; Zac D'aulnoy Cc Briquette;59300;Aulnoy-lez-Valenciennes ;4.6;1.49;1.55;2.39;2.99;1.99;1.25
1638; Zac De L'arnede Impasse Arnede Haute;30210;Remoulins ;4.65;1.59;1.59;;2.99;2.29;1.29
1639; Zac De L'etoile Cc Mondeville 2;14120;Mondeville ;;1.59;1.55;2.45;;2.15;
1640; Zac De L'ousson;01300;Belley ;4.6;1.59;1.55;2.45;2.99;2.15;1.25
1641; Zac De La Foulee;77100;Nanteuil-lès-Meaux ;;1.49;1.55;2.21;2.89;1.99;1.25
1642; Zac De La Pousaraque Rue Du 19mars62-Ch.St Michel;13180;Gignac-la-Nerthe ;;1.76;1.39;2.21;;;1.25
1643; Zac De La Salle Verte;29500;Ergué-Gabéric ;4.65;1.49;1.55;2.39;2.89;1.99;1.25
1644; Zac De La Vatine;76130;Mont-Saint-Aignan ;4.6;1.49;1.55;2.39;2.89;1.99;1.25
1645; Zac De Port Marianne Jacq. Coeur Rue De Raguse;34000;Montpellier ;4.79;1.65;1.49;2.21;2.99;1.99;1.25
1646; Zac Des Begnennes Rue Auguste Renoir;57365;Ennery ;4.65;1.49;1.55;2.21;2.85;;1.25
1647; Zac Des Charbonnieres Lieu Dit Montagnes Des Chevres;30400;Villeneuve-lès-Avignon ;4.65;1.59;1.55;2.21;2.95;;1.25
1648; Zac Des Frais Fonds;62510;Arques ;4.65;1.59;1.55;2.45;2.95;1.99;1.25
1649; Zac Des Jardins;59430;St Pol S/Mer ;4.6;1.49;1.55;2.39;2.95;2.29;1.25
1650; Zac Des Vignes Rue Emile Zola;77124;Crégy-lès-Meaux ;4.65;1.65;1.59;2.21;2.99;;1.29
1651; Zac Du Clos St Martin Rue Des 3 Rodes;77000;Vaux-le-Pénil ;4.65;1.65;1.59;;3.15;2.29;
1652; Zac Du Coudoulet Route De Jonquieres;84100;Orange ;4.6;1.65;1.59;2.29;2.99;2.29;1.35
1653; Zac Du Grand Deols;36130;Déols ;4.65;1.59;;2.21;2.99;2.15;1.25
1654; Zac Du Pont Sans Pareil Bois En Ardres;62610;Ardres ;4.75;1.59;1.59;2.45;2.99;2.29;1.25
1655; Zac Du Pre Aux Moutons 2 Place De L'egalite;69480;Anse ;4.65;1.59;;;;2.15;1.25
1656; Zac Du Roussillon;87000;Limoges ;4.65;1.59;;2.21;2.95;1.99;1.25
1657; Zac Du Tou Lann;56190;Ambon ;4.65;1.49;1.55;2.39;2.89;1.99;1.25
1658; Zac La Grande Borde Labege Innopole;31670;Labège ;4.6;1.59;1.55;;2.95;2.29;1.29
1659; Zac La Varenne Rue Francois Truffaut;63300;Thiers ;;1.49;1.55;;;1.89;1.25
1660; Zac Le Val Joyeux;78450;Villepreux ;4.65;1.65;;2.21;;2.29;1.35
1661; Zac Pont Des Charettes;30700;Uzès ;4.6;1.59;;;2.99;2.15;1.35
1662; Zac St Julien Route De Beziers;34370;Cazouls-lès-Béziers ;4.65;1.59;1.55;;2.95;1.99;1.25
1663; Zae Avenue De La Preuilhe;11150;Bram ;4.65;1.59;1.55;;2.95;;1.25
1664; Zae De L'aulnoye;77700;Coupvray ;4.65;1.59;;;2.99;2.09;1.25
1665; Zae Du Moulin A Huile;62340;Guînes ;4.65;1.59;1.59;2.45;2.95;2.29;1.25
1666; Zae Pole Mediterranee;34420;Villeneuve-lès-Béziers ;4.65;1.49;1.55;2.21;2.89;;1.25
1667; Zi Bois Du Chenet Route De Maisse;91490;Milly-la-Forêt ;4.65;1.59;1.45;;2.99;2.09;1.25
1668; Zi Callens 0;33640;Beautiran ;4.65;;1.59;;2.99;2.15;1.25
1669; Zi De L'etoile;08300;Rethel ;4.6;1.65;1.59;2.29;2.99;2.29;1.35
1670; Zi De La Detourbe;50160;Saint-Amand-Villages ;;1.49;1.39;;2.95;1.89;1.25
1671; Zi De La Porte Rouge;27150;Étrépagny ;4.65;1.59;1.55;;2.95;2.15;1.25
1672; Zi Des Blanchisseries;38500;Voiron ;4.6;1.59;1.55;2.45;3.15;2.29;1.29
1673; Zi Des Molans;72200;La Flèche ;4.65;1.49;;;2.99;1.89;1.25
1674; Zi Du Sedour;15400;Riom-ès-Montagnes ;4.65;1.59;1.55;2.45;2.99;2.09;
1675; Zi Du Teinchurier 14 Rue Louis Taurisson;19100;Brive-la-Gaillarde ;4.6;1.59;1.55;2.25;2.99;1.99;1.25
1676; Zi La Grande Campagne Nord;76330;Nd De Gravenchon ;4.69;1.65;1.59;;2.99;2.29;1.35
1677; Zi La Provencale;06210;Mandelieu-la-Napoule ;4.65;1.59;1.45;;2.95;2.15;1.25
1678; Zi Le Patrimoine;83260;La Crau ;4.65;1.59;1.55;;2.99;2.15;1.25
1679; Zi Les Tourrades;06150;Cannes ;4.65;;1.59;2.21;2.89;2.29;1.29
1680; Zi Route De Thenne;80110;Moreuil ;4.65;;1.55;;2.89;;1.25
1681; Zi St Hermentaire Quartier Le Salamandrier;83300;Draguignan ;4.6;1.59;1.55;2.29;2.95;1.99;1.25
1682; Zi Sud Rue Carnot;37130;Langeais ;4.65;1.59;1.55;;2.95;2.09;1.25
1683; Zi Vallee Du Gier Cc Les 2 Vallees;69700;Givors ;;1.49;1.55;;2.99;2.15;1.29
1684; Zone Vialette;81150;Marssac-sur-Tarn ;5.68;2.07;2.2;2.9;3.6;;
